#1|orig_group	count
ⲉ̇ϩⲣⲁⲓ̇	6
ⲛ̄ⲕⲣⲟϥ	6
ⲛ̄ⲛⲟⲩϫ	6
ⲛ̄ⲥⲙⲟⲧ	6
ⲁϥⲧⲱⲟⲩⲛ	6
ϩ︤ⲛ︥ϩⲱⲃ	6
ⲙⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	6
ⲉϣⲁϫⲉ	6
ⲉϩⲣⲁϥ	6
ⲙ̇ⲙⲟⲕ	6
ⲛ̄ⲑⲉ`	6
ⲛ̄ⲥⲟⲡ	6
ⲉⲧϩⲟⲟⲩ	6
ⲛϩⲏⲧⲥ	6
ⲉⲓⲙⲏⲧⲉⲓ	6
ϩⲙⲡⲉⲣⲡⲉ	6
ⲡⲛⲟⲩⲧⲉ`	6
ϩ︤ⲙ︥ⲡⲉⲛϩⲏⲧ	5
ⲛ̄ⲁⲧⲥⲱⲧ︤ⲙ︥	5
[..........]	5
ⲇⲁⲩⲉⲓⲇ	5
ⲡⲟⲛⲏⲣⲟⲛ	5
ⲉⲣϩⲱⲃ	5
ⲁⲩⲛⲟϭ	5
ⲁⲩⲥⲟⲛ	5
ⲉⲃⲟⲗ⳿	5
ⲉⲛⲁⲓ̈	5
ⲕⲁϩⲏⲩ	5
ⲉⲛⲣⲱⲙⲉ	5
ⲉⲧⲛⲏⲩ	5
ⲉⲡⲉⲓⲇⲏ	5
ⲉⲡⲉⲕⲣⲟ	5
ⲉⲧⲉⲓⲛⲉ	5
Ⲡⲉϫⲁϥ	5
ⲉⲧⲥⲁⲧⲉ	5
ⲉⲩⲣⲓⲙⲉ	5
ⲉⲩⲥⲱⲃⲉ	5
ⲉⲩⲥⲱⲧⲙ	5
ⲛⲁⲛⲁⲩ	5
ⲛⲁⲥⲡⲉ	5
ⲛⲏⲧⲛ̄	5
ⲛⲙⲙⲁⲕ	5
ⲛⲟⲩⲏⲣ	5
ⲧⲁϩⲟϥ	5
ⲟⲩⲁⲁϥ	5
ⲥⲓⲙⲱⲛ	5
ⲥⲟⲟⲩⲛ	5
ⲥⲱⲟⲩϩ	5
ϩⲩⲡⲟⲧⲁⲥⲥⲉ	5
ϫⲉϩⲁⲙⲏⲛ	5
ⲙⲡⲉⲓⲟⲩⲟⲉⲓϣ	5
ⲉⲩⲥϩⲓⲙⲉ	5
ⲙ︤ⲛ︥ϩⲉⲛⲕⲟⲟⲩⲉ	5
ⲛⲁϫⲟⲟⲥ	5
ⲛⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ	5
ⲛⲛϣⲁϫⲉ	5
ϩ︤ⲛ︥ⲧⲙⲏⲧⲉ	5
ϥⲛⲁϣⲱⲡⲉ	5
ⲛⲛⲉⲑⲏⲣⲓⲟⲛ	5
ϫⲉⲉⲓⲉϯϩⲏⲩ	5
ⲁϥⲉⲡⲓⲧⲓⲙⲁ	5
ⲉⲩⲙⲟⲩⲧⲉ	5
ⲛⲧⲉⲩϣⲏ	5
ⲛⲇⲓⲕⲁⲓⲟⲥ	5
ⲛ̄ⲕⲱϩ︤ⲧ︥	5
ⲟⲩⲛⲧⲁϥ	5
ⲟⲩⲥⲱⲙⲁ	5
ⲛ̄ⲇⲓⲕⲁⲓⲟⲥ`	5
ⲡⲁⲩⲗⲟⲥ	5
ⲙ̄ⲡⲉϥϣⲏⲣⲉ	5
ⲙ̄ⲡϫⲟⲉⲓⲥ`	5
ⲛϭⲓⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ	5
ϫⲉⲡϣⲏⲣⲉ	5
ⲛⲛⲉⲛⲉⲣⲏⲩ	5
ⲛⲛⲉⲩⲉⲣⲏⲩ	5
ⲥⲱⲧ︤ⲙ︥	5
ⲧⲏⲣ︤ⲛ︥	5
ⲟⲩⲉⲧⲡⲉⲟⲟⲩ	5
ⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	5
ⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ	5
ⲉϣϫⲉⲛⲉⲧⲙⲟⲟⲩⲧ	5
ⲙⲡⲉϥⲥⲟⲛ	5
ⲛ̄ⲟⲩⲟⲉⲓϣ	5
ⲛ̄ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	5
ⲉⲧⲃⲉⲛⲉⲩϩⲃⲏⲩⲉ	5
ⲉⲡⲟⲩⲟⲉⲓⲛ	5
ⲡⲉϫⲉⲓⲏⲥⲟⲩⲥ	5
ⲛⲛⲁϩⲣⲙⲡⲛⲟⲩⲧⲉ	5
ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ`	5
ⲛⲧⲉⲣⲉϥⲥⲱⲧⲙ	5
ϩⲛϩⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ	5
ⲙ̄ⲡⲙ̄ⲧⲟ	5
ⲙ̄ⲙⲟⲟⲩ`	5
ⲙ̄ⲡⲉⲟⲟⲩ	5
ⲛ̄ⲛⲁⲛⲟⲩⲧⲉ	5
ⲙⲡⲉⲧⲣⲟⲥ	5
ⲙ̄ⲡⲇⲓⲁⲃⲟⲗⲟⲥ	5
ⲡⲇⲓⲁⲃⲟⲗⲟⲥ	5
ⲛⲛⲉⲧⲁϩⲉⲣⲁⲧⲟⲩ	5
ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ	5
[.........]	5
ⲁⲩⲥⲉⲡⲥⲱⲡϥ	5
ⲡⲉⲧⲛⲁϫⲟⲟⲥ	5
ⲙⲡⲉⲡⲛⲉⲩⲙⲁ	5
ⲛⲧⲉϥⲥϩⲓⲙⲉ	5
ϩ︤ⲛ︥ⲧⲉⲩⲙⲏⲧⲉ	5
†	5
⸓	5
ⲱ̄	5
ⲛⲏ	5
⳾ⲻ	5
ⲙ̄ⲡⲓⲥⲧⲟⲥ	5
ⲉϥⲓ	5
ⲉϥⲟ	5
ⲡ̣ⲉ	5
ⲉⲓ̈	5
Ⲁⲩⲱ	5
ⲉⲛⲟ	5
ⲉⲣⲟ	5
ⲛⲟϭ	5
ⲡⲱϩ	5
ⲙⲟⲩ	5
ϩⲛⲧⲥⲩⲛⲁⲅⲱⲅⲏ	5
ϩⲓϩⲏ	5
ϥⲥⲏϩ	5
ϩⲛⲁϣ	5
ϯⲛⲏⲩ	5
ⲉⲧⲙⲛⲧⲣⲣⲟ	5
ⲛⲓⲁⲕⲱⲃⲟⲥ	5
ⲉϥⲙⲟⲟϣⲉ	5
ⲛⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	5
ⲛⲁⲕⲣⲓⲛⲉ	5
ⲉϩⲟⲩ	5
ⲙ̄ⲙⲟ	5
ⲡϩⲁⲡ	5
ⲉⲧϫⲱ	5
ⲉⲓⲛⲉ	5
ⲉⲧⲟ̂	5
ⲕⲁⲓ̄	5
ⲕⲁⲧⲁ	5
ⲛⲁⲛ⳿	5
ⲛⲓⲙ⳿	5
ⲛⲥⲱⲛ	5
ⲛⲧⲙⲉ	5
ⲛⲧⲟⲥ	5
ⲟⲩⲱϩ	5
ⲟⲩⲏⲩ	5
ⲟⲩⲱⲛ	5
ⲡⲁⲓ̇	5
ⲡⲕⲁϩ	5
ⲥⲛⲧⲉ	5
ⲛⲧⲉⲣⲉⲣⲟⲩϩⲉ	5
ⲛ̄ϩⲉⲛϣⲏⲣⲉ	5
ⲉⲧⲧⲁⲉⲓⲏⲩ	5
ⲛⲥⲁⲡⲛⲟⲩⲧⲉ	5
ⲁ̇ϥⲃⲱⲕ	5
ⲉ̇ⲡⲛⲟⲩⲧⲉ	5
ϩⲛⲟⲩⲡⲛⲉⲩⲙⲁ	5
ϩⲓϫ︤ⲙ︥ⲡⲕⲁϩ	5
ⲛⲉⲝⲟⲩⲥⲓⲁ	5
ϣⲁⲧⲛⲁⲩ	5
ⲁϥϫⲟⲟⲩϥ	5
ⲛⲑⲏⲣⲓⲟⲛ	5
ϩⲁⲣⲱⲧⲛ	5
ϩⲓⲧⲙⲡϫⲟⲉⲓⲥ	5
ϩⲙⲡⲣⲁⲛ	5
ϩⲛⲟⲩⲙⲉ	5
ⲛⲟⲩϣⲁϫⲉ	5
ϫⲉⲟⲩⲟⲛ	5
ⲁⲩⲟⲩⲁϩⲟⲩ	5
ⲁϥⲁⲣⲭⲉⲥⲑⲁⲓ	5
ⲁϥⲥⲙⲟⲩ	5
ⲁϥⲧⲁⲁϥ	5
ⲉ̇ⲣⲟⲟⲩ	5
ϩ︤ⲛ︥ⲛⲁⲓ̈	5
ⲛϩⲉⲛⲕⲟⲟⲩⲉ	5
ϯⲥⲟⲟⲩⲛ	5
ⲙⲡⲣⲧⲣⲉⲗⲁⲁⲩ	5
ⲛϭⲓⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ	5
ⲉⲡⲉⲧϩⲓⲧⲟⲩⲱϥ	5
ⲉⲧⲃⲉⲡⲛⲟⲩⲧⲉ	5
ⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ	5
ⲛ̄ⲕⲉⲥⲟⲡ	5
ⲛ̄ⲛⲟⲩϫ`	5
ⲛ̄ⲣⲟⲙⲡⲉ	5
ⲛ̄ϩⲱⲃ`	5
ⲉϥⲉⲓⲣⲉ	5
ⲉϩⲁⲣⲉϩ	5
ϣⲟⲟⲡ⳿	5
ϩⲓⲱⲟⲩ	5
ϩⲙⲟⲟⲥ	5
ϩⲙⲡⲏⲓ	5
ϫⲉⲟ᷍ⲩ	5
ϫⲉⲉⲓⲥ	5
ϫⲉⲟⲩⲁ	5
ⲡⲉⲧϣⲟⲟⲡ	5
ⲛ̄ⲧⲉⲓ̈ϩⲉ`	5
ⲙ̄ⲙⲟⲛ`	5
ⲟⲩⲙⲛⲧⲥⲟϭ	5
ϩⲛⲛⲉϩⲟⲟⲩ	5
ⲉⲧⲣⲉⲡⲣⲱⲙⲉ	5
ⲡⲉⲧⲉϣϣⲉ	5
ⲁⲩϫⲟⲟⲥ	5
ⲛⲧⲉⲉⲓⲙⲓⲛⲉ	5
ⲛϩⲏⲧϥ̄	5
ⲛϩⲣⲟⲟⲩ	5
ⲛϫⲓⲟⲩⲉ	5
ⲡⲓⲗⲁⲧⲟⲥ	5
ⲙⲙⲁⲑⲏⲧⲏⲥ	5
ⲡⲕⲟⲥⲙⲟⲥ	5
ⲉ̇ϫⲱϥ	5
ⲉⲓϣⲁϫⲉ	5
ⲁϥⲙⲟⲩ	5
ⲉ̇ⲣⲟⲕ	5
ⲉϩⲟⲩⲉ	5
ⲛ̄ⲧⲟⲥ	5
ⲉⲩϣⲟⲟⲡ	5
ⲡϣⲓⲡⲉ	5
ⲉⲛⲛⲁϫⲟⲟⲥ	5
ϩⲛ̄ⲟⲩⲛⲟϭ	5
ⲁⲩⲉⲓⲛⲉ	5
ϩⲙⲡⲁⲣⲁⲛ	5
ⲉⲧⲉⲣⲉⲡⲛⲟⲩⲧⲉ	5
ⲉⲡⲉϥⲣⲁⲛ	5
ϩⲛⲙⲡⲏⲩⲉ	5
ϩⲛⲧⲁⲥⲡⲉ	4
ⲛⲁⲡⲓⲥⲧⲟⲥ	4
ϩⲛⲟⲩⲙⲉⲣⲟⲥ	4
ⲉⲣⲉⲡⲛⲟⲩⲧⲉ	4
ϩⲛⲛⲉⲕⲕⲗⲏⲥⲓⲁ	4
ⲉⲁⲙⲛⲧⲉ	4
ⲁⲛⲟⲛ`	4
ⲃⲃⲣⲣⲉ	4
ⲉⲡⲣ̄ⲡⲉ	4
ⲉⲉⲓϣⲁⲛⲉⲓ	4
ⲉⲛⲉⲓⲣⲉ	4
ⲉⲧⲙⲉϩ	4
ⲉⲩⲉⲉⲓ	4
ⲉⲩⲛⲏϫ	4
ⲉⲩⲛⲏⲩ	4
ⲉⲝⲉⲥⲧⲓ	4
ⲉⲡⲕⲁⲕⲉ	4
ⲉⲡⲙⲟⲟⲩ	4
ⲙⲡⲇⲓⲁⲃⲟⲗⲟⲥ	4
ⲉⲡⲧⲏⲣϥ	4
ⲉⲡⲧⲟⲟⲩ	4
ⲉⲧⲁⲩⲗⲏ	4
ⲉⲧⲙⲟⲩϩ	4
ⲡⲉϫⲁⲥ	4
ⲉⲩⲉⲓⲣⲉ	4
ⲉⲩⲕⲱⲧⲉ	4
ⲉⲩⲥⲙⲟⲩ	4
ⲉⲩⲧⲁⲕⲟ	4
ⲙⲟⲟϣⲉ	4
ⲙⲙⲏⲛⲉ	4
ⲙⲙⲓⲛⲉ	4
ⲙⲡⲙⲟⲩ	4
ⲙⲡⲣⲁⲛ	4
ⲛⲁⲑⲏⲧ	4
ⲛⲉⲓⲱⲧ	4
ⲛⲧⲅⲁⲗⲓⲗⲁⲓⲁ	4
ⲛⲕⲛⲧⲉ	4
ⲛⲛⲁⲓ̈	4
ⲛⲛⲟⲃⲉ	4
ⲛⲥⲱⲉⲓ	4
ⲟⲩⲕⲁϩ	4
ⲟⲩⲟⲛϩ	4
ⲡⲉⲧϫⲱ	4
ⲡⲉⲓⲱⲧ	4
ⲭⲣⲏⲙⲁ	4
ⲉⲝⲉⲥⲧⲉⲓ	4
[.............]	4
ⲉⲩⲉϫⲟⲟⲥ	4
ϫⲉⲟⲩⲣⲱⲙⲉ	4
ⲙⲡϣⲏⲣⲉ	4
ⲛⲁϣⲱⲟⲩ	4
ⲛⲙ̄ⲙⲁϥ	4
ⲛⲛϩⲏⲕⲉ	4
ⲛⲧⲉⲣⲟⲩⲛⲁⲩ	4
ϩ︤ⲛ︥ⲟⲩⲛⲟϭ	4
ϥⲛⲁϫⲟⲟⲥ	4
ϣⲁⲡⲉϩⲟⲟⲩ	4
ⲉⲧⲣⲉⲩⲟⲩⲱϣⲧ̄	4
ⲛⲛⲉⲓⲇⲱⲗⲟⲛ	4
ⲟⲩϣⲁϫⲉ	4
ⲛ̄ⲕⲉⲛⲇⲩⲛⲁⲣⲓⲟⲛ	4
ⲉⲧⲡⲟⲗⲓⲥ	4
ⲡⲁϣⲏⲣⲉ	4
ⲧⲉⲭⲁⲣⲓⲥ	4
ⲡⲉϥⲥⲟⲛ	4
ϫⲉϩⲏⲗⲉⲓⲁⲥ	4
ⲡⲣ̄ⲣ̄ⲟ	4
ⲉⲩⲛⲁⲁⲁⲥ	4
ⲉⲩⲟⲩⲁⲁⲃ	4
ⲉⲩⲥⲟⲟⲩⲛ	4
ϩⲛⲛⲥⲁⲃⲃⲁⲧⲟⲛ	4
ⲙⲁⲩⲁⲁⲛ	4
ⲙⲙⲉⲣⲓⲧ	4
ⲙⲛⲟⲩⲟⲛ	4
ⲙⲡⲁⲓⲱⲛ	4
ⲙⲡⲉⲃⲟⲗ	4
ⲙⲡⲉⲟⲟⲩ	4
ⲙⲡⲟⲣⲛⲏ	4
ⲥⲉϣⲓⲛⲉ	4
ⲛⲛⲟⲩⲧⲉ	4
ⲛⲟⲩⲏⲏⲃ	4
ⲛⲣⲣⲱⲙⲉ	4
ⲛⲥⲓⲙⲱⲛ	4
ⲛⲧⲁⲩⲉⲓ	4
ⲕⲁⲧⲁⲡⲉⲙⲡϣⲁ	4
ⲙⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ	4
ϩ︤ⲛ︥ⲛ̄ⲧⲟⲡⲟⲥ	4
ⲧⲏⲣⲧ︤ⲛ︥	4
ⲙⲁⲩⲁ̇ⲁϥ	4
ⲟⲩⲛϩⲁϩ	4
ⲟⲩⲉⲃⲟⲗ	4
ⲟⲩⲛⲟⲩⲁ	4
ⲡⲉⲭ̄ⲥ̄	4
ⲡⲁⲛⲧⲱⲥ	4
ⲡⲉⲑⲟⲟⲩ	4
ⲡⲕⲉⲟⲩⲁ	4
ⲙ̄ⲡⲁⲡⲟⲗⲗⲱⲛ	4
ⲡⲣⲟⲟⲩϣ	4
ⲡⲉⲭ︤ⲥ︥	4
ⲓⲱϩⲁⲛⲛⲏⲥ	4
ⲉⲣϣⲁⲛⲟⲩⲁ	4
ⲁⲩϣⲧⲟⲣⲧⲣ	4
ϫⲉⲛ̄ⲧⲟⲕ	4
ⲧⲙⲛⲧⲣⲣⲟ	4
ⲁⲃⲣⲁϩⲁⲙ	4
ⲉⲓⲥϩⲏⲏⲧⲉ	4
ⲧⲟⲟⲧⲟⲩ	4
ⲧⲛⲥⲟⲟⲩⲛ	4
ⲛⲛⲉⲧⲙⲟⲟⲩⲧ	4
ⲛⲙⲓⲁⲕⲱⲃⲟⲥ	4
ⲛⲛⲉⲧⲟⲩⲁⲁⲃ	4
ⲉⲡⲕⲟⲥⲙⲟⲥ	4
ϩ︤ⲛ︥ⲟⲩϭⲱⲛ︤ⲧ︥	4
ⲙⲡⲁⲣⲭⲓⲉⲣⲉⲩⲥ	4
ϫⲉⲕⲁⲗⲱⲥ	4
ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ`	4
ϫⲉⲛⲟⲩⲧⲉ	4
ϫⲉⲛⲧⲱⲧⲛ	4
ϫⲉⲟⲩⲛⲟϭ	4
ⲉⲧⲃⲏⲏⲧ︤ϥ︥	4
ⲛϭⲓⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	4
ⲙⲡⲣϣⲱⲡⲉ	4
ⲉϥϣⲁⲛⲉⲓ	4
ⲉϥϯⲉⲟⲟⲩ	4
ⲙⲙⲱⲩⲥⲏⲥ	4
ⲙ︤ⲛ︥ϩⲉⲛϣⲉⲉⲣⲉ`	4
ⲛϯⲥⲟⲟⲩⲛ	4
ⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	4
ⲛⲛⲁⲅⲅⲉⲗⲟⲥ	4
ⲥⲉⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ	4
ⲙⲛⲛⲉϩⲃⲏⲩⲉ	4
ⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	4
ϩⲓⲧⲟⲟⲧϥ̄	4
ϩⲓⲧⲟⲟⲧⲟⲩ	4
ⲙ̄ⲙⲉⲉⲣⲉ	4
ⲙⲡⲉⲥϩⲁⲓ	4
ⲙⲡⲉⲩϩⲏⲧ	4
ⲛⲉϥⲟⲩⲏϩ	4
ⲛⲉϩⲃⲏⲩⲉ	4
ⲁⲩⲣϩⲟⲧⲉ	4
ⲙⲡⲉϥⲉⲓⲱⲧ	4
ⲙ̄ⲡⲥⲁⲧⲁⲛⲁⲥ	4
ⲛ̄ⲛⲉⲧⲉⲓⲣⲉ	4
ⲡⲉⲧⲛⲁϣⲱⲡⲉ	4
ϩⲛⲧⲉⲩⲙⲏⲧⲉ	4
ⲛⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	4
ⲙⲁⲣⲉϥⲙⲓϣⲉ	4
ⲛⲧⲉϥⲯⲩⲭⲏ	4
ⲧⲙⲁⲅⲇⲁⲗⲏⲛⲏ	4
ⲛϩⲉⲛⲣⲱⲙⲉ	4
ϩⲙⲡⲉϥϩⲏⲧ	4
ϩⲙⲡⲕⲟⲥⲙⲟⲥ	4
ⲛ̇ϭⲓ̇ⲁ̇ⲡⲁ	4
--	4
⸖	4
ⲗⲟ	4
ⲙⲉ	4
ⲧⲟ	4
ϩⲱⲛ	4
ϫⲱⲕ	4
ⲛϥϯ	4
ⲁⲩϯ	4
ⲉⲩϯ	4
ⲑⲉ`	4
ⲉⲣⲉ	4
ⲉⲧⲉ	4
ⲉⲧⲓ	4
ⲕⲱϩ	4
ⲙⲏ⳿	4
ⲛⲟⲩ	4
ⲥⲉⲟ	4
ⲧⲡⲉ	4
ⲙ̄ⲡⲙⲉⲉⲩⲉ	4
ϯϩⲏⲩ	4
ϫⲉϫⲓ	4
ϯϩⲧⲏⲧⲛ	4
ϩⲓⲑⲏ	4
ϩⲱⲱⲕ	4
ϫⲉⲁϣ	4
ϫⲉⲕⲱ	4
ϫⲟⲟⲩ	4
ⲙ̄ⲡⲉⲭ︤ⲥ︥	4
ⲉⲩⲁϣⲁϩⲟⲙ	4
ⲉⲁⲩϥⲓⲧⲟⲩ	4
ⲛ̄ϩⲏⲧϥ̄	4
ⲛ̄ϩⲟⲩⲟ̂	4
ⲙ̄ⲙⲓⲛⲙ̄ⲙⲟⲛ	4
ⲉⲧⲟⲩⲁⲁⲃ`	4
ⲛ̇ϩⲏⲧϥ̇	4
ⲉϥⲛⲁⲃⲱⲕ	4
ⲛⲉⲩϣⲟⲟⲡ	4
ⲉⲧϩⲛⲙⲡⲏⲩⲉ	4
ⲛⲉⲓⲇⲱⲗⲟⲛ	4
ⲛⲁⲅⲁⲑⲟⲥ	4
ⲟⲩⲛ̄ⲣⲱⲙⲉ	4
[…….]	4
ⲉϥϫⲓ	4
ⲁϫⲓⲥ	4
ⲉϥⲱϣ	4
ⲉϩⲱⲃ	4
ⲉϫⲱⲕ	4
ⲉϫⲱⲥ	4
Ⲛ̄ⲑⲉ	4
ⲡϩⲱⲃ	4
ⲙⲛⲡⲛⲟⲩⲧⲉ	4
ⲉⲥϫⲱ	4
ⲁⲇⲁⲙ	4
ⲉⲓⲙⲉ	4
ⲉⲙⲁⲩ	4
ⲉⲡⲁⲓ	4
ⲉⲣⲏⲧ	4
ⲉⲧⲉⲓ	4
ⲉⲩⲛⲁ	4
ⲙⲓϣⲉ	4
ⲙⲡϣⲁ	4
ⲙⲓⲛⲉ	4
ⲛⲁⲩ`	4
ⲛⲙⲙⲉ	4
ⲛⲥⲟⲛ	4
ⲟⲩⲉⲓ	4
ⲟⲩⲟⲓ	4
ⲡⲃⲟⲗ	4
ⲡⲛⲁⲩ	4
ⲡⲱⲣϫ	4
ⲧⲁⲭⲩ	4
ⲧⲛⲟϭ	4
ⲙⲡⲉⲧϣⲁϫⲉ	4
ⲛⲧϣⲉⲉⲣⲉ	4
ⲛ̄ⲛⲉⲛⲉⲓⲟⲧⲉ`	4
ⲉϫⲙⲡⲕⲁϩ	4
ⲉⲩⲙⲛⲧⲙⲛⲧⲣⲉ	4
ⲉⲓ̈ϣⲁϫⲉ	4
ⲛ̄ϩⲉⲛϣⲏⲣⲉ`	4
ϩⲁϩⲧⲏⲛ	4
ⲡⲉϥⲉⲓⲱⲧ	4
ⲙⲛⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ	4
ⲛⲧⲉⲥϩⲓⲙⲉ	4
ⲉⲧⲉⲑⲁⲗⲁⲥⲥⲁ	4
ⲛⲉⲩⲣϩⲟⲧⲉ	4
ⲛⲧⲁⲩⲥϩⲁⲓ	4
ϣⲁⲣⲟⲟⲩ	4
ⲁϥϯⲥⲃⲱ	4
ⲁϥϫⲟ̇ⲟⲥ	4
ⲉ̄ϫⲱⲟⲩ	4
ⲉϣϫⲉⲟⲩⲛⲟⲩⲁ	4
ⲥⲉⲛⲁϫⲟϥ	4
ϩⲁⲙⲟⲓ̈	4
ϩⲁⲣⲟⲟⲩ	4
ⲛ̄ⲁϭⲣⲏⲛ	4
ϩⲟⲓ̈ⲛⲉ	4
ⲛ̄ⲙ̄ⲙⲁⲩ	4
ⲛⲟⲩϣⲏⲣⲉ	4
ⲛⲟⲩϩⲟⲟⲩ	4
ⲛⲉⲧⲟⲩⲁⲁⲃ	4
ⲁϥϫⲓϣⲕⲁⲕ	4
ϫⲉⲁⲙⲟⲩ	4
ϫⲉⲁⲛⲟⲛ	4
ϫⲉⲉⲧⲃⲉ	4
ϫⲉⲕⲁⲥ`	4
ϫⲉⲡⲁⲓ̈	4
ⲉϥϫⲟⲥⲉ	4
ⲉϥϯⲥⲃⲱ	4
ϫⲛⲙⲙⲟⲛ	4
ⲁϥⲧⲁⲁⲩ	4
ⲛⲛⲉⲥⲛⲏⲩ	4
ⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ	4
ⲛ̄ⲛⲟⲩⲧⲉ	4
ⲛ̄ⲧⲁⲩϣⲱⲡⲉ	4
ⲉⲣⲉⲡϫⲟⲉⲓⲥ	4
ⲁϥϫⲛⲟⲩⲟⲩ	4
ⲉⲁⲩϣⲱⲡⲉ	4
ⲛ̄ϫⲁϫⲉ	4
ⲛ̄ϩⲏⲧ`	4
ⲛ̄ϩⲓⲥⲉ	4
ⲡⲉⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ	4
ϩⲓϫⲱⲛ	4
ϩⲛϩⲁϩ	4
ϩⲟⲗⲱⲥ	4
ϩⲟⲡⲟⲩ	4
ϩⲟⲥⲟⲛ	4
ϫⲉⲃⲱⲗ	4
ϫⲉⲛⲁϣ	4
ϯⲟⲩⲱϣ	4
ⲡⲉⲧϣⲁϫⲉ	4
ⲙⲡⲟⲛⲏⲣⲟⲥ	4
[............]	4
ⲡⲁⲙⲉⲣⲓⲧ	4
ⲉⲛⲉⲧⲟⲩⲁⲁⲃ	4
ϩⲛⲉⲫⲉⲥⲟⲥ	4
ⲛⲁⲅⲅⲉⲗⲟⲥ	4
ⲛⲧⲁⲩⲁⲁⲩ	4
ⲛⲧⲁⲩⲙⲟⲩ	4
ⲛⲧⲉⲡϫⲟⲉⲓⲥ	4
ⲙ̄ⲙⲟϥ`	4
ⲙ̄ⲡⲣⲁⲛ	4
ⲉⲁⲙⲁϩⲧⲉ	4
ⲛ̄ⲙ̄ⲙⲉ	4
ⲛ̄ⲗⲁⲁⲩ	4
ⲛ̄ⲟⲩⲟⲛ	4
ⲛ̄ⲧⲙⲉ`	4
ⲙⲛⲛⲉⲧⲛⲉⲣⲏⲩ	4
ⲙⲉⲣⲉⲗⲁⲁⲩ	4
ⲛ̄ϭⲟⲛ︤ⲥ︥	4
ⲧⲉϥⲙⲁⲁⲩ	4
ⲛ̄ϩⲉⲛⲕⲟⲟⲩⲉ`	4
ϩⲛⲟⲩϭⲉⲡⲏ	4
ⲛⲛϩⲉⲑⲛⲟⲥ	4
ⲁϥⲁⲣⲭⲉⲓ	4
ⲁⲓϣⲱⲡⲉ	4
ⲁϥⲡⲁϩⲧϥ	4
ⲁⲥϫⲟⲟⲥ	4
ⲛϩⲙⲟⲟⲥ	4
ⲛϭⲓⲟⲩⲁ	4
ⲛ̄ⲛ̄ϣⲏⲣⲉ	4
ⲛ̄ϩⲏⲧⲧⲏⲩⲧⲛ̄	4
ϥⲥϩⲟⲩⲟⲣⲧ	4
ⲛⲣⲉϥⲣⲛⲟⲃⲉ	4
Ⲉⲧⲃⲉⲡⲁⲓ̈	4
ⲁ̇ⲛⲟⲕ	4
ⲁϥⲉⲓ̇	4
ⲁϥⲕⲧⲟ	4
ⲛ̄ϩⲁⲧ	4
ⲉϣⲗⲏⲗ	4
ⲉϥⲛⲏϫ	4
ⲛ̇ϭⲓ̇	4
ⲛ̇ϩⲏⲧ	4
ⲉϩⲣⲁⲩ	4
ⲣ̄ϩⲱⲃ	4
ⲙ̄ⲙⲟ̂	4
ⲛ̄ⲛⲁⲓ	4
ⲛ̄ⲥⲟϭ	4
ⲛ̇ⲧⲟⲕ	4
ⲛ̣ⲁⲓ̈	4
ⲉⲧϥⲱϭⲉ	4
ⲉⲧϫⲟⲥⲉ	4
ⲉⲩϣⲗⲏⲗ	4
ⲛϫⲁϫⲉ	4
ⲛϣⲙⲙⲟ	4
ⲛϩⲓⲥⲉ	4
ⲉϣ︤ⲡ︥ϩⲓⲥⲉ`	4
ⲡⲉⲛⲧⲁϥϥⲓⲧⲟⲩ	4
ⲉⲓⲏⲥⲟⲩⲥ	4
ⲁⲩⲁⲣⲭⲓ	4
ⲁⲩⲕⲁⲁϥ	4
ⲁⲩⲕⲁⲁⲩ	4
ⲛ̄ⲛ̄ⲛⲟⲃⲉ	4
ϩⲛⲁⲙⲛⲧⲉ	4
ϩⲛⲟⲩϭⲟⲙ	4
ϩⲛⲧⲥⲱϣⲉ	3
ϩ︤ⲙ︥ⲡⲉⲕⲣⲁⲛ	3
ⲡⲃⲁⲡⲧⲓⲥⲧⲏⲥ	3
