#1|orig_group	count
ⲛ̄ⲟⲩⲣ̄ϩ︤ⲙ︥ⲙⲉ	1
ⲙ︤ⲛ︥ⲟⲩⲫⲑⲟⲛⲟⲥ	1
ϫⲓⲛⲛⲧⲉⲩⲙⲛ︦ⲧⲕⲟⲩⲓ̂	1
ⲛ̇ⲧⲉϥϭⲓ̇ϫ	1
ϩⲓⲛⲉⲧⲟⲩⲁⲁⲃ	1
ⲛⲧⲉⲣⲉϥⲕⲧⲉⲧⲟⲟⲧϥ	1
ⲛ̇ⲅ̇ⲧⲣⲉϥⲙⲟⲟ̇ⲛⲉ	1
ⲉⲧⲟⲩ[ⲁⲁⲃ]	1
ⲛ̇ϣ̇ⲃⲛ̇ⲛⲉ	1
ⲉⲣ︤ⲛ︥ⲧⲟⲟⲧⲉ`	1
ⲉⲡⲉⲓ̈ⲛⲟⲩⲧⲉ	1
ⲧⲁⲣⲉⲉⲓⲙⲉ⳿	1
ϩ︤ⲛ︥ⲟⲩϩⲛⲁⲁⲩ	1
ⲉⲛⲉⲧⲉⲓ̈ⲣⲉ	1
ⲉⲙⲙ︤ⲛ︥ⲙ︤ⲛ︦ⲧ︥ⲣ︤ⲙ︥ϩⲉ⳿	1
ⲥⲛⲁⲧⲁⲁⲩ	1
ⲧϭⲓⲛⲛⲁⲩ	1
ⲛ︤ϥ︥ⲛⲁⲥⲱⲧ︤ⲙ︥	1
ⲉⲧⲁⲅⲱⲛⲓⲍⲉ	1
ⲧⲙⲛⲧ̇ⲥⲁⲃⲉ	1
ⲉⲓⲡⲉϣⲧⲓⲟⲩⲛⲟⲉⲓⲕ	1
ⲛⲥⲁⲟⲩⲥⲁ	1
ⲧ̇ⲣⲉⲛⲁⲓ̇	1
ϯⲟⲩⲫⲣⲁⲅⲉⲗⲗⲓ̇ⲟⲛ	1
Ⲉⲓⲥϩⲏⲏⲧⲉ	1
ϫ̇ⲉⲛ̇ⲛⲉⲩⲧ̇ϭⲁⲓ̇ⲟⲕ	1
ⲥⲉⲛⲁⲕⲁⲛⲉⲕⲛⲟⲃⲉ	1
ϩ︤ⲛ︥ⲟⲩϯⲥⲃⲱ̂	1
ⲛ̄ⲡⲟⲛⲏⲣⲟⲛ	1
ϩ︤ⲛ︥ⲟⲩϯⲧⲱⲛ`	1
ϩ︤ⲛ︥ⲟⲩϯⲧⲱⲛ⳿	1
ⲡⲁⲅⲁⲛⲱⲥ	1
ϩⲛ̇ⲟⲩⲁⲙⲉⲗⲓ̇ⲁ̇	1
ⲛ̄ⲛⲉⲛ ⲥⲛⲏⲩ`	1
ⲉϣⲗⲟⲩⲗⲁⲓ̈	1
ⲙⲁⲣⲛ̇ⲟ̇ⲡⲧⲛ̇	1
ⲉϣⲁⲣⲉⲙⲟⲣ︤ⲥ︥	1
ⲧⲁⲗⲁⲗⲉⲓⲁ	1
ⲉⲧ︤ⲙ︥ⲧⲣⲉⲧ︤ⲛ︥ⲧⲁⲙⲟⲛ⳿	1
ⲕⲛⲁⲣ̂ϩⲉⲛⲡⲣⲁⲝⲉⲓⲥ	1
ⲡⲉⲧⲛ̣ⲁⲣⲱϣⲉ	1
ⲛⲥⲉⲉⲓⲙⲉ	1
ⲛⲥⲉⲙⲧⲟⲛ	1
ⲛⲥⲉⲥⲟϣϥ	1
ⲛⲥⲉⲛⲁⲗⲟ	1
ⲛⲥⲉⲥⲟϣⲛ	1
ⲉⲧⲉⲩⲡⲓⲥⲧⲓⲥ	1
ⲛⲥⲉⲥⲧⲟϥ	1
ⲛⲥⲉⲧⲟⲟⲩ	1
ⲁϥϯⲟⲩⲣⲁⲛ	1
ⲉⲩⲕⲏⲕⲁϩⲏⲩ	1
ⲁⲓ̇ⲣ̇ϩⲟⲩⲟ	1
ⲧⲥⲃⲕⲉϩⲟⲟⲩ	1
......	1
ⲁⲃⲣⲁϩⲁⲙ`	1
ⲉⲩⲛⲁⲣⲁⲡⲟⲥⲧⲟⲗⲟⲥ	1
ⲛ̄ⲕⲉⲗⲏⲥⲧⲏⲥ	1
ϩⲙⲡⲧⲣⲉϥⲁⲁⲛ	1
ⲛⲧⲁⲩϣⲉⲡⲧⲏⲩⲧⲛ	1
ⲛⲉϣⲁⲣⲉⲡϫⲥ̄	1
ⲙ︤ⲛ︥ϩⲉⲛⲙⲁⲥⲧⲏⲝ	1
ⲧⲉⲧⲉⲛϫⲉⲓ̈	1
ⲙ︤ⲛ︥ϩⲉⲛϣⲗⲏⲗ⳿	1
ⲛ̇ⲛⲁϩⲣⲁⲛ	1
ⲁ̇ϥⲣ̇ϩⲟⲧⲉ	1
ⲡⲁⲓⲇⲉⲩⲉ	1
ⲧⲁϣⲓⲧϥ̇	1
ⲛ̇ⲧⲉⲡ̇ⲛⲟⲩⲧⲉ	1
ⲛ̄ⲧⲁϥⲡⲟϣ︤ϥ︥	1
ⲁⲧⲉⲩⲫⲣⲟⲥⲩⲛⲏ	1
ⲛ̄ⲫⲟⲓⲃⲁⲙⲙⲱⲛ̣	1
ⲡⲡⲉⲧⲟⲩⲁ̇ⲁⲃ	1
ⲁϥϥⲓⲧⲉϥⲁⲡⲉ	1
ⲛ̇ϩⲟⲗⲟⲕⲟⲧⲧⲓ̇ⲛⲟⲥ	1
ⲉϫⲛ̄ⲧϣⲏⲩⲉ	1
ⲙⲡⲉⲥⲧⲁⲩⲣⲟⲥ	1
ⲙ̄ⲡ︤ⲣ︥ϭⲱⲛ︤ⲧ︥	1
ⲛ̇ϭⲓⲡϩⲓⲉⲣⲉⲩⲥ̇	1
…ⲉ̣ⲧⲟⲩ	1
ⲉⲩⲉⲗⲉⲕϣⲁ	1
ⲙⲉⲣⲉⲡⲕⲉⲛⲟⲙⲟⲥ	1
ⲙ̄ⲡⲣⲉϥⲥⲱⲧⲉ	1
ⲙ︤ⲛ︥ⲧⲙ︤ⲛ︦ⲧ︥ϫⲁⲥⲓϩⲏⲧ`	1
ⲛⲁⲧϭⲁⲉⲓⲟ	1
ⲙ︤ⲛ︥ϩⲉⲛϩⲓⲉⲓⲧ	1
ⲉⲧⲉⲙⲡⲕⲟⲥⲙⲟⲥ	1
ϩⲛϩⲉⲛⲉⲡⲉⲑⲩⲙⲉⲓⲁ	1
ⲉⲧ︤ⲙ︥ⲧⲣⲉⲩϥⲓ	1
ϫⲉⲉⲣⲉⲧⲉⲩⲃⲟⲏⲑⲉⲓⲁ	1
ⲙⲛⲙⲙⲛⲧⲙⲁⲓⲧⲟ	1
ϫ[ⲉ]ⲃⲱⲕ	1
ⲉⲛⲉⲧⲙⲟⲟϣⲉ	1
ⲉⲛⲉⲧⲙⲟⲩⲧⲉ	1
ϭ̣ⲛⲟ̣ⲳⲩⲥ	1
ⲙ︤ⲛ︥ϩⲉⲛϫⲓⲟⲩⲉ	1
ⲉϫ︤ⲛ︥ⲧⲕⲁⲑⲉⲇⲣⲁ	1
ⲧⲁϩⲟⲓⲛⲉ	1
ϯⲛⲁⲧⲥⲁⲃⲱⲧ︤ⲛ︥	1
ⲛⲉⲧⲛϩⲃⲏⲩⲉ	1
ⲛ̄ϭⲓⲡⲉⲧⲛⲁϫⲱϩ︤ⲙ︥	1
ⲡⲁⲛⲣⲱⲙⲉ	1
ⲟⲩⲛ̄ϩⲟⲓ̈ⲛⲉ	1
ⲁⲙⲡⲉⲓ̈ⲥⲧⲟⲥ	1
ⲙⲡⲁⲓⲇⲁⲅⲱⲅⲟⲥ	1
ϩⲛⲛⲉϥⲉⲕⲕⲗⲏⲥⲓⲁ	1
ⲙⲡⲉⲭⲣⲓⲥⲧⲓ̈ⲁⲛⲟⲥ	1
ϩ︤ⲛ︥ⲛⲟⲩϣⲁϫⲉ⳿	1
ⲉⲛⲛⲉⲡⲱⲣϫϣⲱⲡⲉ	1
ⲉⲛⲧ︤ⲛ︥ϩⲁⲧ︤ⲛ︥ⲛⲉ⳯ⲉⲣⲏⲩ	1
ⲉⲧⲃⲉⲛⲉⲛⲡⲟⲛⲏⲣⲟⲛ	1
ⲧⲡⲁⲛⲟⲩⲣⲅⲓⲁ	1
ⲡⲉϥⲥⲧⲁⲩⲣⲟⲥ	1
ⲡⲁⲡⲗⲁⲟⲥ	1
ⲛⲃⲁⲣⲃⲁⲣⲟⲥ	1
ϫⲉⲉⲣⲉⲡⲉⲛⲙⲓϣⲉ	1
ⲡⲁⲣⲁⲣⲟϥ	1
ⲉϥϯϩⲣⲟⲟⲩ	1
ⲉⲩⲧⲙ̄ⲙⲉⲥⲧⲉⲡⲉⲧϫⲡⲓⲟ	1
ϩⲛⲧⲟⲩⲙⲁⲥⲧⲓⲅⲝ	1
ⲡⲁⲥⲙⲟⲧ⳿	1
ⲧ︤ⲛ︥ⲛⲁϩⲱ̂	1
ⲛⲉϥⲛⲁϭⲱⲣ︤ϭ︥	1
ⲡⲁⲧⲁⲥⲥⲉ	1
ⲛ̄ϭⲓⲡⲉⲧⲛⲁⲡⲟⲣϣ̣︤ϥ︥	1
ⲉⲩⲉⲧⲁⲕⲟϥ	1
ⲉⲧⲣⲉⲩⲣ̂ϫⲟⲉⲓⲥ	1
ϫⲉⲃⲁⲣⲁⲃⲃⲁ	1
ⲛ︤ϥ︥ⲧⲣⲉⲩⲃⲱⲕ	1
ⲛⲧⲉⲧⲛⲣⲡⲙⲉⲩⲉ	1
ⲛϭⲓⲡⲉⲥⲭⲏⲙⲁ	1
ⲉⲛϩⲛⲛⲉⲓ̈ϩⲃⲏⲩⲉ	1
ϣⲉⲡⲟⲩϫⲁⲓ	1
ⲉⲧⲃⲉⲓⲁⲕⲱⲃⲟⲥ	1
ϣⲁⲩⲟⲩⲁϩⲙⲉϥ	1
ϩⲁⲟⲩϩⲁⲧ	1
ϩ︤ⲛ︥ⲟⲩϩⲩⲡⲟⲕⲣⲓⲥⲓⲥ`	1
ⲉ̄ϩⲣⲁⲓ̈	1
ϩⲁⲡⲉϩⲱⲃ	1
ⲛ̇ⲛⲣ̇ⲱⲙⲉ	1
ϫⲉⲉⲣⲉϩⲉⲛⲉϫⲏⲩ	1
ϩⲉ⳯ϩⲧⲟ̂	1
ⲛⲉⲧⲣ̄ⲛⲟⲃⲉ	1
ϩⲁⲙⲁⲁⲃⲉ	1
ϩⲛⲛⲉϥⲥϩⲁⲓ̈	1
ⲉⲡⲙⲁⲓ̈ⲛⲟⲩⲧⲉ	1
ⲙⲡⲁⲡⲉⲧⲧⲥⲟ	1
ⲛϩⲉⲛⲁⲧⲛⲟⲩⲧⲉ	1
ⲛϩⲉⲛⲡⲁⲣⲁⲛⲟⲙⲓⲁ	1
ϩⲛ̇ⲧⲙⲛⲧ̇ϩⲏⲕⲉ	1
ⲕ̇ⲛⲁⲁϥ	1
ϩⲁⲧⲉϩⲣⲱ	1
ϫⲉⲁⲛⲉⲛϣⲏⲣⲉ	1
ϩⲉⲛⲟⲩⲟⲉⲓⲛ	1
ⲛⲥⲉⲛⲏⲥⲧⲉⲩⲉ	1
ⲙⲁⲓ̈ⲣⲱⲙⲉ	1
ϫⲉⲉⲣⲉⲡⲉⲭⲣⲏⲙⲁ	1
ⲙⲛ̇ϩⲟⲓ̇ⲛⲉ	1
ⲡⲉⲧⲛⲁⲥⲃⲧⲱⲧϥ	1
ⲟⲩⲕⲓⲑⲁⲣⲁ	1
ⲧ︤ⲛ︥ⲟⲩⲱϣ`	1
ⲧ︤ⲛ︥ⲟⲩⲱϣ⳿	1
ϫⲉⲛ̇ⲛⲉϥⲣⲁⲧⲥⲱⲧⲙ̇	1
ⲛⲧⲉⲧ̇ⲛⲛⲁⲩ	1
ⲛ̄ⲟⲩⲇⲓⲁⲑⲏⲕⲏ	1
ϩⲁⲟⲩⲥⲱϣ	1
ⲛ̄ϭⲓⲛⲉⲧⲙⲟⲟϣⲉ	1
ϩ︤︥ⲙⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	1
ϩⲓϫ︤ⲙ︥ⲡⲉⲓⲉⲣⲟ⳿	1
ⲛϥⲡⲱⲣ︤ϫ︥	1
ϯ̇ⲛⲁⲡⲟⲗⲩⲙⲓ̇	1
ⲉⲙⲡⲟⲩⲟⲩⲉϩⲥⲁϩⲛⲉ	1
ϩ︤ⲛ︥ⲧⲉϥⲧⲁⲡⲣⲟ	1
ⲛⲥⲁⲓ︤ⲥ︥	1
ⲛ̄ϩⲁⲗⲁⲧⲉ	1
ϩⲁⲣⲟⲟⲩ`	1
ⲛⲧⲉⲓ̈ϩⲉ	1
ⲛⲧⲉⲓϭⲟⲧ	1
ⲛⲧⲉⲛϩⲱⲧ	1
ϩⲁⲧⲉⲛϩⲏ	1
ϩⲁⲧⲉⲩϩⲉ	1
ϩⲁⲧⲉⲩϩⲏ	1
ⲛⲧⲉⲥϭⲓϫ	1
ⲛⲧⲉⲥϭⲟⲙ	1
ⲙⲛⲛⲉⲡⲛⲉⲩⲙⲁ	1
ⲛ̄ϭⲓⲛⲉⲧⲟⲩⲁⲁⲃ	1
ⲉϫ︤ⲛ︥ⲛⲉⲛⲛⲟⲃⲉ	1
ⲁϥϯϩⲉⲛⲣⲁⲛ	1
ⲙⲛ̇ⲡⲉⲧⲙⲟⲥⲧⲉ	1
ⲛⲧⲁⲅⲟⲣⲁ	1
ⲛⲧⲁⲉⲓⲙⲉ	1
ⲉϫ︤ⲛ︥ⲛⲉⲧⲡ̣ⲏⲧ	1
ⲛⲧⲁⲓⲛⲁⲩ	1
ⲛⲧⲁⲓⲣⲑⲉ	1
ⲛⲧⲁⲓⲧⲁⲩ	1
ⲛⲧⲁⲙⲁⲁⲩ	1
ⲛⲧⲁⲛⲁⲁⲩ	1
ⲛⲧⲁⲛⲙⲉϩ	1
ⲛⲧⲁⲛⲟⲉⲓ	1
ⲛⲧⲁⲛⲧⲱⲧ	1
ⲛⲧⲁⲡⲕⲁϩ	1
ⲛⲧⲁⲡⲟⲩⲁ	1
ⲛⲧⲁⲣⲉⲧⲏ	1
ⲛⲧⲁⲥⲁⲁϥ	1
ⲛ̄ⲧⲁⲓ̈ⲱⲥⲓⲁⲥ	1
ⲛⲧⲁⲧⲁⲁⲩ	1
ⲛⲧⲁⲩⲉⲓ̈	1
ⲛⲧⲁⲩⲃⲱⲕ	1
ⲛⲧⲁⲩⲡⲱϣ	1
ⲛ̇ϭⲓ̇ⲛ̇ϩ̇ⲗⲗⲟ	1
ϩⲛⲟⲩⲥⲩⲛⲁⲅⲱⲅⲏ	1
ⲙⲡⲁⲡⲛⲉⲩⲙⲁ	1
ϫⲉⲛⲧⲉⲧⲛⲉⲓⲙⲉ	1
ⲉ̇ⲣϣⲁⲛⲟⲩⲧⲏⲩ	1
ϫⲉⲥⲉⲛⲁϣⲓⲡⲉ	1
ⲛ̄ϩⲉⲛⲥⲱϣ	1
ϫⲉⲛⲧⲉⲧⲛⲡⲣⲡⲉ	1
ⲉⲓⲛⲁϯⲗⲟⲅⲟⲥ	1
ⲛⲧⲛⲛⲟϫⲟⲩ	1
ⲙ︤ⲛ︥ⲟⲩⲑⲗⲓⲯⲓⲥ⳿	1
ϫⲉⲉⲕⲁⲓ̇ⲥ̇ⲑⲁⲛⲉ	1
ⲉⲛⲉⲩⲛⲟⲩⲱⲛⲉ	1
ⲛⲙⲃⲁⲣⲑⲟⲗⲟⲙⲁⲓⲟⲥ	1
ⲉⲛⲧⲁⲩⲛⲕⲟⲧⲕ	1
ⲧⲁⲣⲛϫⲟⲟⲥ	1
ⲉⲓ̈ⲟⲩⲱⲛ︤ϩ︥	1
ⲙⲡ̇ⲛⲟⲩⲧⲉ	1
ⲛ̄ⲧⲁⲩⲱⲛ︤ϩ︥`	1
ⲛⲧⲉⲗⲁⲁⲩ	1
ⲛⲧⲉⲣⲉϥϯ	1
ⲛⲧⲉⲡⲕⲁϩ	1
ⲛⲧⲉⲡⲏⲣⲡ	1
ⲛ̄ϩⲏⲗⲉⲓ⳿	1
ⲛⲧⲉⲣⲓⲉⲓ	1
ⲛⲧⲉⲣⲟⲩϯ	1
ⲛⲧⲉⲣⲟⲩⲱ	1
ⲛⲧⲉⲥⲁⲡⲉ	1
ⲧⲉⲧⲛϣⲧⲣⲧⲱⲣ	1
ⲛⲧⲉⲧⲛⲉⲓ	1
ⲛⲧⲉⲧⲛⲥⲱ	1
ⲛ̄ϩⲏⲧⲛ̄︥	1
ⲛⲧⲉⲩⲥⲙⲏ	1
ⲛⲧⲉⲭⲱⲣⲁ	1
ⲛ̄ϩⲏⲧⲟⲩ`	1
ⲛ̄ϩⲏⲧⲟⲩ⳿	1
ⲉϫ︤ⲛ︥ⲛⲉⲧⲉⲓⲣⲉ	1
ϩⲛⲛⲇⲉⲓⲡⲛⲟⲛ	1
ⲉϫ︤ⲛ︥ⲛⲉⲧⲡⲏⲧ`	1
ⲛϯⲛⲁⲁⲣⲛⲁ	1
ϫⲉⲛ̄ⲛ̣ⲉϥⲙ̣ⲉⲧⲁⲛⲟⲉⲓ	1
ⲛⲧⲛⲗⲩⲡⲉⲓ	1
ⲛ̇ϩⲁⲅⲓ̈ⲟⲥ	1
ⲛ̄ⲧⲉⲓ̈ϭⲟⲧ	1
ⲙⲡⲉⲧ‎ⲉⲣⲟϥ	1
ⲉϫ︤ⲛ︥ⲧⲁⲕⲁⲑⲁⲣⲥⲓⲁ	1
ⲉⲛⲧⲁⲩⲡⲱⲱⲛⲉ	1
ⲙⲡⲣⲛⲟϫⲟⲩ	1
ⲧ︤ⲙ︥ⲧⲣⲉⲛϥⲓ	1
ϩⲉⲛϩ︤ⲙ︥ϩⲁⲗ	1
ⲉⲧⲣⲉⲥⲣ̄ⲡⲉⲥϩⲱⲃ⳿	1
ⲙⲡⲉⲓ̈ⲡⲁⲛⲧⲱⲕⲣⲁⲧⲱⲣ	1
 ⲥⲟⲡ[.]	1
ⲁ̇ϥϩⲓⲧⲟⲟ̇ⲧϥ̇	1
ⲙⲡ̇ⲣⲙⲛⲁⲥ	1
ⲙⲡⲣⲕⲣⲓⲛⲉ	1
ⲙⲡⲣⲕⲣⲙⲣⲙ	1
ⲁⲥⲥⲉⲡⲥⲱⲡϥ	1
ⲛⲧⲕⲁⲕⲓⲁ	1
ⲧⲁϩⲉⲡⲉϥⲃⲓⲟⲥ	1
ⲛ̄ϩⲛⲁⲁⲩ`	1
ⲉⲡϣⲉⲓ̈ⲕ	1
ϣⲁⲩⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ	1
ⲙⲉⲩϣⲟⲩⲉⲓⲧ	1
ⲛⲕⲉⲡⲁⲣⲁⲃⲟⲗⲏ	1
ϩⲁⲛ̇ⲑ̇ⲗⲓ̈ⲯⲓ̇ⲥ	1
ⲡ̇ϣⲏⲣⲉ	1
ⲙⲡⲣⲙⲟⲩⲧⲉ	1
ⲡⲉⲧϩⲛⲧⲥⲱϣⲉ	1
ⲉⲡⲉⲓ̈ⲃⲓⲟⲥ	1
ϫⲉⲛⲉⲕⲥⲛⲏⲩ	1
ⲛⲧⲛⲣⲭⲣⲓⲁ	1
ⲙⲡⲣⲛⲕⲟⲧⲕ	1
ⲉϥⲧ︤ⲛ︥ⲧⲱⲛ	1
ⲛⲟⲩ[ⲁϣⲏ]	1
ⲛ̄ϩⲟⲉⲓⲧⲉ	1
ⲛ̄ϩⲟⲟⲩ̣`	1
ⲛⲛⲉⲛⲥⲩⲛⲁⲅⲱⲅⲏ	1
[ⲛⲡ]ⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲉⲓⲥϩⲏⲏⲛⲉ`	1
ⲉⲧⲣⲉⲩⲣ̄ϩⲙϩⲁⲗ	1
ⲡⲉⲧⲉⲙ̄ⲡ︤ϥ︥ϥⲓⲧ︤ϥ︥	1
ⲛⲧⲛⲉⲓⲣⲉ	1
ⲉϩⲁⲣⲉϩⲉⲛϣⲁϫⲉ	1
ⲛⲧⲛⲛⲁⲉⲓ	1
ⲛⲧⲛⲧⲁⲁⲩ	1
ⲛⲧⲛⲧⲟⲟⲩ	1
ⲛⲧⲛⲧⲱⲃϩ	1
ⲙⲡⲣⲟⲩⲟⲙϥ	1
ⲉⲡϩⲟⲥⲟⲛ	1
ⲁ̇ⲥⲟⲩⲱ̇ϣⲃ̇	1
ⲉⲡϫⲟⲉⲓ⳿	1
ϫⲉⲛⲉⲧⲣϩⲱⲃ	1
ⲙⲡⲣⲡⲱⲱⲛⲉ	1
ⲛ̇ⲧⲉ̇ⲓ̇ϩⲉ	1
ⲉⲛⲉⲩⲡⲁⲑⲟⲥ	1
ⲙ︤ⲛ︥ⲛ̄ⲕⲁⲧⲁⲗⲁⲗⲓⲁ	1
ⲧⲁⲙⲓⲱⲧ︤ⲛ︥	1
ⲙ̇ⲡⲉϥϩⲟⲩⲟ̇	1
ⲙⲡⲣⲣⲕⲟⲩⲓ	1
ⲙⲡⲣⲣⲛⲟⲃⲉ	1
ϫⲉⲉⲕⲟⲩⲉϣⲧⲉⲛⲃⲱⲕ	1
ⲛⲧⲡⲟⲗⲓⲥ	1
ⲁϥϭⲗⲙⲗⲱⲙϥ	1
ⲡⲙⲁⲓ̈ⲗⲟⲅⲟⲥ	1
ⲁⲡⲉⲩⲥⲡⲉⲣⲙⲁ`	1
ϫⲉⲛⲉⲡⲕⲁⲕⲉ	1
ⲉϣϫⲉⲁⲧⲉⲧⲛⲣⲣⲣⲟ	1
ⲉⲧⲉⲡⲛ̄ⲟⲩⲧⲉ	1
ⲙ̇ⲡ̇ⲛⲟⲃⲉ	1
ⲙ̇ⲡ̇ⲣⲱⲙⲉ	1
ⲙ̇ⲡ̇ⲥⲱⲙⲁ	1
ⲙⲡⲡⲁⲣⲁⲇⲓⲥⲟⲥ	1
ⲛⲧⲥⲩⲣⲓⲁ	1
ⲡ̣ϩ...	1
ϫⲉⲛⲉⲥⲧⲥⲏⲩ	1
ⲉ̣[.....]ⲛ̄ⲥⲁ	1
ⲛϭⲓⲡⲉⲧⲉⲟⲩⲛⲧⲁϥ	1
ϫⲉⲛⲉⲧⲃⲱⲧⲉ	1
ϩⲛ̄ⲛⲉⲛⲡⲉⲑⲟⲟⲩ	1
ϫⲉⲛⲉⲧⲧⲁϩⲉ	1
ⲉⲧⲉⲧⲛⲉϩⲩⲡⲟⲧⲁⲥⲥⲉ	1
ⲁϥⲧⲣⲉⲩϣⲱⲡⲉ	1
ϫⲉⲉⲓϣⲓⲛⲉ	1
ⲛϩⲉⲛⲣ̄ⲡⲙⲉⲉⲩⲉ	1
ⲉⲩ̣[ⲃ̣ⲱ̣]ϣ̣	1
ⲛ̄ⲧⲉⲡϫⲁϫⲉ	1
ⲛ̄ⲛⲉ⳯ⲉⲓⲟⲧⲉ	1
ⲛⲉⲡⲓⲥⲕⲟⲡⲟⲥ	1
ϫⲉⲉⲕϣⲓⲛⲉ	1
ϫⲉⲉⲕϫⲉⲟⲩ	1
ⲉⲣⲉⲡⲟⲩⲟⲉⲓ⳯	1
ⲛϥϯϩⲏⲩ	1
ⲕⲁⲧⲁⲧⲉϥⲙⲉⲓ̈ⲛⲉ	1
ϫⲓⲛⲛⲧⲉϥⲙⲛⲧⲕⲟⲩⲓ̂	1
ϩⲛ̄ⲧⲙⲉϩϣⲟⲙⲧⲉ	1
ⲉⲛ̄ϯⲥⲃⲱ̂	1
ϩⲛ̇ⲥⲟⲩⲛ̇ⲧϥ̇	1
ⲉ̇ϫⲟ̇ⲟⲩⲥⲟⲩ	1
ϫⲉⲁⲩϯⲛⲟⲩϭ︤ⲥ︥	1
ⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ`	1
ⲡⲉⲗⲁⲭⲓⲥⲧⲟⲥ	1
ⲁϥⲉⲡⲉⲓⲕⲁⲗⲉⲓ	1
ϫⲉⲉⲛϣⲓⲛⲉ	1
ⲛϥ̄ⲁⲁϥ	1
ⲛϥ̄ⲙⲟⲩ	1
ⲛϥ̄ⲥⲏϩ	1
ⲛ̇ⲧⲉⲧⲛⲁϣⲱⲥ̇ⲙ	1
ⲟⲩⲕⲁⲧⲁⲕⲣⲓⲙⲁ	1
ⲉϣⲁⲩϣⲟⲟⲛⲟⲩ	1
ϩⲛ̇ⲧ̇ⲡⲁⲣⲟⲩⲥⲓ̇ⲁ̇	1
ⲙ︤ⲛ︥ⲙ̄ⲙⲁⲥⲧⲓⲅ︤ⲝ︥	1
ϩⲓⲙ︤ⲛ︦ⲧ︥ϫⲁϫⲉ	1
ⲙ̄ⲡⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ	1
ⲙⲡⲟⲩϣⲛⲟϫϥ	1
ϣⲧⲟⲣⲧⲣ̄	1
ⲙ︤ⲛ︥ⲛ̄ϣⲁϫⲉ	1
ⲙ̄ⲡ︤ⲣ︥ⲧⲣⲉⲗⲁⲁⲩ`	1
ⲙ̄ⲡ︤ⲣ︥ⲧⲣⲉⲗⲁⲁⲩ⳿	1
ⲛϩ̄ⲗⲗⲟ	1
ⲙ︤ⲛ︥ⲛ̄ϣⲏⲣⲉ	1
ⲙ︤ⲛ︥ⲛ̄ϩⲉⲓⲣ	1
ⲙ︤ⲛ︥ⲛ̄ϭⲟⲗ⳿	1
ⲉⲣⲉⲛⲉⲓⲙⲏⲏϣⲉ	1
ⲉⲣⲉⲛⲉⲓⲙⲟⲕϩⲥ	1
ⲁϥⲣϩⲛⲁϥ	1
ⲁϥⲣϩⲧⲏϥ	1
ⲁϥⲣϩⲟⲧⲉ	1
ⲉ̇ϣⲓ̇ⲏⲧ	1
ⲛⲧⲉⲉⲓⲕⲉⲫⲩⲥⲓⲥ	1
ⲉ̇ⲣⲉⲡ̇ⲣⲱⲙⲉ	1
ⲉⲉⲓϫⲉⲣⲟ	1
ⲉ̇ϯ̇ⲛ̇ⲧⲟⲗⲏ	1
ⲛϥϫⲟⲟⲥ	1
ϩ︤ⲛ︥ⲛⲓϩⲛⲁⲁⲩ	1
ⲛ̄ⲣⲉϥⲃⲱϭⲉ	1
ⲉⲧⲉϥⲉⲕⲕⲗⲏⲥⲓⲁ⳿	1
ⲙ̄ⲡⲉⲛϭⲙⲡϣⲓⲛⲉ	1
ⲛ̄ⲣⲉϥⲧⲁⲕⲟ	1
Ⲁϥⲟⲩⲱ̇ϣⲃ	1
Ⲁϥⲟⲩⲱϣ̇ⲃ	1
Ⲁϥⲟⲩⲱϣⲃ̇	1
ⲉⲛⲁϣⲱⲟⲩⲙⲟⲩ	1
ϩ︤ⲙ︥ⲡⲧ︤ⲃ︥ⲃⲟ	1
ⲛ̄ⲙⲙ︤ⲛ︦ⲧ︥ⲁⲡⲓⲥⲧⲟⲥ⳿	1
ϩⲓ̇ⲡ̇ϫⲁⲓ̇ⲉ̇	1
ⲉ̄ϫⲙ̄ⲡⲥⲱⲛⲧ	1
ⲛ̄ϩⲏⲃ︤ⲥ︥	1
ⲛ̄ϫⲓⲛϫⲏ⳿	1
ⲛ̄ϩⲏⲧ︤ⲕ︥	1
ⲛ̄ϩⲏⲧ︤ⲥ︥	1
ⲙⲡⲉⲓ̈ϫⲱⲱⲙⲉ	1
ⲗ̣ⲟ̣ⲑ̣	1
ⲟⲩⲛ̄ⲥϩⲓⲙⲉ	1
ⲛ̄ϭⲓⲡⲉⲧⲉⲟⲩⲛ̄ⲧ︤ϥ︥	1
ⲛ̄ⲧ︤ⲛ︥ⲥⲱⲧ︤ⲙ︥	1
ⲥⲉⲛⲁⲡⲉϩⲧⲡⲱϥ	1
ⲉⲦⲟⲩⲙⲟⲨⲧⲉ	1
ⲉⲧⲉⲛϥⲛⲁⲉⲓⲣⲉ	1
ⲉⲧⲉⲛϥⲛⲁⲕⲁⲁⲩ	1
ϫⲉⲡ[ⲉ̣ⲧ]ⲛⲏⲩ	1
ⲉ̇ϥⲉⲓⲣⲉ	1
